node_id,unique_id,name,ion_class,copies
2518,150538_h-ID-1,150538_h-ID-1,Ih,1
2581,183949_ghchan-ID-1,183949_ghchan-ID-1,Ih,1
2594,151825_ih-ID-1,151825_ih-ID-1,Ih,1
2602,64195_ih_stochastic-ID-1,64195_ih_stochastic-ID-1,Ih,1
2607,64195_ih-ID-1,64195_ih-ID-1,Ih,1
2609,124043_h2-ID-1,124043_h2-ID-1,Ih,1
2614,124043_h-ID-1,124043_h-ID-1,Ih,1
2651,185858_Ih-ID-1,185858_Ih-ID-1,Ih,1
2662,114685_HCN-ID-1,114685_HCN-ID-1,Ih,1
2674,151282_iholmw-ID-1,151282_iholmw-ID-1,Ih,1
2675,151282_CA3ih-ID-1,151282_CA3ih-ID-1,Ih,1
2676,151282_HCN1-ID-1,151282_HCN1-ID-1,Ih,1
2678,126776_h-ID-1,126776_h-ID-1,Ih,1
2725,19591_h_chan-ID-1,19591_h_chan-ID-1,Ih,1
2785,3332_hcno-ID-1,3332_hcno-ID-1,Ih,1
2802,144526_h-ID-1,144526_h-ID-1,Ih,21
2811,147578_h-ID-1,147578_h-ID-1,Ih,1
2886,168310_hcb-ID-1,168310_hcb-ID-1,Ih,2
2946,108459_h-ID-1,108459_h-ID-1,Ih,1
2973,146026_h-ID-1,146026_h-ID-1,Ih,1
2985,147538_h-ID-1,147538_h-ID-1,Ih,1
2989,144520_if-ID-1,144520_if-ID-1,Ih,1
3071,141063_ih-ID-1,141063_ih-ID-1,Ih,1
3111,124063_Rod_ih-ID-1,124063_Rod_ih-ID-1,Ih,1
3130,93321_h-ID-1,93321_h-ID-1,Ih,1
3152,143719_h-ID-1,143719_h-ID-1,Ih,1
3158,19746_L98NCh-ID-1,19746_L98NCh-ID-1,Ih,1
3165,144589_h-ID-1,144589_h-ID-1,Ih,1
3269,105385_hcn12_gp-ID-1,105385_hcn12_gp-ID-1,Ih,1
3270,105385_hcn2_gp-ID-1,105385_hcn2_gp-ID-1,Ih,1
3299,143100_HCN-ID-1,143100_HCN-ID-1,Ih,1
3336,181967_h2-ID-1,181967_h2-ID-1,Ih,1
3430,186977_h_chann-ID-1,186977_h_chann-ID-1,Ih,1
3446,121259_h2-ID-1,121259_h2-ID-1,Ih,1
3483,144490_h-ID-1,144490_h-ID-1,Ih,1
3573,139653_Ih-ID-1,139653_Ih-ID-1,Ih,1
3632,3684_htc-ID-1,3684_htc-ID-1,Ih,1
3699,74298_Ih-ID-1,74298_Ih-ID-1,Ih,1
3791,9769_h-ID-1,9769_h-ID-1,Ih,1
3824,140828_ar-ID-1,140828_ar-ID-1,Ih,1
3959,114355_G_h-ID-1,114355_G_h-ID-1,Ih,1
4000,155796_ih-ID-1,155796_ih-ID-1,Ih,1
4074,116862_ntIh-ID-1,116862_ntIh-ID-1,Ih,1
4094,53869_ih_VCN2003-ID-1,53869_ih_VCN2003-ID-1,Ih,1
4098,98005_hcn2_ch-ID-1,98005_hcn2_ch-ID-1,Ih,1
4099,98005_hcn12_ch-ID-1,98005_hcn12_ch-ID-1,Ih,1
4115,182797_Ih-ID-1,182797_Ih-ID-1,Ih,1
4152,87284_h-ID-1,87284_h-ID-1,Ih,1
4194,136095_H-ID-1,136095_H-ID-1,Ih,1
4290,3665_hpg-ID-1,3665_hpg-ID-1,Ih,1
4302,8284_hyperso-ID-1,8284_hyperso-ID-1,Ih,1
4304,8284_hyperde3-ID-1,8284_hyperde3-ID-1,Ih,1
4305,8284_hyperde2-ID-1,8284_hyperde2-ID-1,Ih,1
4306,8284_hyperde1-ID-1,8284_hyperde1-ID-1,Ih,1
4502,122329_hcn12_gp-ID-1,122329_hcn12_gp-ID-1,Ih,1
4503,122329_hcn2_gp-ID-1,122329_hcn2_gp-ID-1,Ih,1
4544,37857_ih-ID-1,37857_ih-ID-1,Ih,1
4586,141273_ar-ID-1,141273_ar-ID-1,Ih,1
4680,20212_iq-ID-1,20212_iq-ID-1,Ih,1
4703,20212_h-ID-2,20212_h-ID-2,Ih,1
